,accuracy,val_accuracy,loss,val_loss
0,0.14328231,0.23511904,2.7047022864932107,2.5389885561806813
1,0.24383503,0.2921627,2.4585756331073996,2.293804363598899
2,0.29485545,0.3531746,2.2921125377927507,2.16199729366908
3,0.32716838,0.3983135,2.196104500569454,2.0336238921634733
4,0.36160713,0.42113096,2.0842579043641383,1.9366846746868558
5,0.3934949,0.4642857,1.9935950219225722,1.8456273154606895
6,0.42538264,0.5014881,1.903258238519941,1.7398375613348824
7,0.44961736,0.5193452,1.8252401895263568,1.6888424195940532
8,0.46641156,0.53125,1.7614185518147993,1.6011129579846821
9,0.47810373,0.54265875,1.7076697219796733,1.5726529605804929
10,0.49617347,0.55109125,1.6594728515261696,1.5108418880947052
11,0.5157313,0.5639881,1.5932857195536296,1.4776616796614632
12,0.52210885,0.57886904,1.573170017222969,1.4371943369744316
13,0.5471939,0.5873016,1.5148036532661542,1.4304441724504744
14,0.5544218,0.58581346,1.4872841632285085,1.3865831021278623
15,0.56590134,0.59623015,1.442873646612881,1.3664608238235352
16,0.57589287,0.6076389,1.3953359950156439,1.312592087283967
17,0.58694726,0.61011904,1.364970956124416,1.2955768694953314
18,0.5969388,0.6230159,1.3427746883865928,1.29203875954189
19,0.59821427,0.63492066,1.3052059926954256,1.2314253477823167
