,accuracy,val_accuracy,loss,val_loss
0,0.15880102,0.23561507,2.6880149046579995,2.5213908581506637
1,0.25255102,0.30208334,2.4243570622943698,2.2800829921449934
2,0.30782312,0.35565478,2.2535680645988103,2.1149562408053684
3,0.35352892,0.4141865,2.1335949995079817,1.9760514989731803
4,0.3849915,0.43452382,2.0208122519408764,1.869928899265471
5,0.40816328,0.46924603,1.942581369763329,1.7902940038650754
6,0.4362245,0.49503967,1.8706001838048298,1.7162555948136344
7,0.45408162,0.52529764,1.8127835502429885,1.6679249642387268
8,0.4627976,0.53125,1.7584464695988868,1.635590322433956
9,0.4755527,0.5486111,1.7144965403744963,1.5653198579001049
10,0.5008503,0.55257934,1.6457651537291857,1.53839634808283
11,0.517432,0.56001985,1.6086313035212407,1.4876435134145949
12,0.5272109,0.5768849,1.5698723882234016,1.4567947472844804
13,0.5423044,0.58978176,1.516817460254747,1.416353600365775
14,0.55165815,0.58581346,1.5001289568790772,1.3891971830337766
15,0.56845236,0.5833333,1.4441049589591772,1.3663115482481698
16,0.579932,0.61160713,1.400712635646872,1.3643825763747806
17,0.58588433,0.63492066,1.3731174610909962,1.2736042293291243
18,0.60459185,0.6344246,1.3211917054085505,1.2597678076653254
19,0.6107568,0.640873,1.3039683614458357,1.2392540763294886
20,0.61500853,0.64484125,1.2752128884094913,1.22772973492032
21,0.6186224,0.63789684,1.2479509488254987,1.2196845327104842
22,0.6407313,0.64484125,1.2003473485408187,1.2116803347118317
23,0.63839287,0.6582341,1.1743965392210045,1.1776593062612746
24,0.64562076,0.6527778,1.1559137535743973,1.1839972497924927
25,0.65965134,0.6750992,1.136330584279534,1.137953376013135
26,0.6619898,0.6612103,1.1068656927063352,1.1534244493832664
27,0.6760204,0.6651786,1.0625063935104682,1.1147098721019806
28,0.68558675,0.6626984,1.0619617716795733,1.1719392273161147
29,0.6804847,0.6929563,1.0353882122201985,1.065982206473275
30,0.6860119,0.6924603,1.001309143239949,1.074931328258817
31,0.69111395,0.68799603,0.9995740039818952,1.0976785657897827
32,0.70259356,0.6999008,0.9736400400700213,1.073277593605102
33,0.7042942,0.6994048,0.9511301843892961,1.0221830388856312
34,0.7034439,0.68998015,0.9505722847114615,1.0807966571005563
35,0.7140731,0.70039684,0.9450791238927517,1.0234777369196453
36,0.7227891,0.7207341,0.9035576435984397,0.9892020201872266
37,0.72491497,0.7222222,0.9010460163865771,0.9714140608197167
38,0.727466,0.70734125,0.867661526211265,1.0168536177703313
39,0.736182,0.72470236,0.865284974477729,0.9701204006634061
40,0.7289541,0.7157738,0.8754141507100086,1.0116689214630732
41,0.7410714,0.7251984,0.833055295709039,0.9867601460880704
42,0.74000853,0.7380952,0.8502016327008098,0.9229079541705903
43,0.7508503,0.74255955,0.8341049414102722,0.9345660815163265
44,0.74468535,0.72470236,0.8178288348678018,0.9488633558863685
45,0.7629677,0.7326389,0.7793617362067813,0.9479938702923911
46,0.7476616,0.7470238,0.8270801257114021,0.8958505117703998
47,0.7597789,0.7445437,0.786134314172122,0.9011063372331952
48,0.76403064,0.7410714,0.7743783260689301,0.9288556727152022
49,0.75595236,0.7485119,0.7861404832528562,0.8862179063615345
50,0.76084185,0.75,0.7804563860503995,0.8821258956477755
51,0.75680274,0.75,0.7738211759093667,0.8908702939275711
52,0.76870745,0.74255955,0.746906885484449,0.9200237426492903
53,0.763818,0.74751985,0.7576236657950343,0.889871832397249
54,0.77338433,0.7643849,0.7333943738418371,0.8760376553686838
55,0.7697704,0.74603176,0.737294756028117,0.8841348891220395
56,0.7810374,0.7638889,0.7338803617321715,0.8636786204481882
57,0.77742344,0.75744045,0.7270494113568546,0.8634535159383502
58,0.7742347,0.74900794,0.7200902850449491,0.8961125186511448
59,0.78125,0.75793654,0.7105855167317553,0.8646493667647952
60,0.7716837,0.75,0.7282463316203786,0.9256346448073312
61,0.7727466,0.75744045,0.7259954601323524,0.914401838703761
62,0.7729592,0.76289684,0.7381330973842517,0.8543436588749053
63,0.77784866,0.76140875,0.7108839880041524,0.8496849532165225
64,0.795068,0.7673611,0.6867254191920871,0.8879837261305915
65,0.7769983,0.7718254,0.7006915897941913,0.8342931478742569
66,0.78082484,0.77281743,0.7078474571510237,0.8297469630127862
67,0.79613096,0.7718254,0.6612564451029511,0.8389406885419574
68,0.7884779,0.7757937,0.6949209276916218,0.8133627445924849
69,0.7895408,0.7708333,0.6819864535818294,0.8250797457165189
70,0.79124147,0.7604167,0.678742427404235,0.8826256687678988
71,0.7910289,0.765377,0.6741829315821329,0.8323912975333986
72,0.78635204,0.7693452,0.6759407500020501,0.815394433717879
73,0.7954932,0.7673611,0.659619521932537,0.8728162669946277
74,0.79039115,0.7688492,0.6644183216857261,0.806075729547985
75,0.79931974,0.77529764,0.6482930098261152,0.7879150178697374
76,0.80484694,0.77678573,0.657230132493843,0.8061686248060257
77,0.8044218,0.77876985,0.6395036802202666,0.7919711532100798
78,0.79910713,0.75446427,0.6538056591335608,0.8498357964886559
79,0.80867344,0.7748016,0.6255507454985664,0.826153531434044
80,0.8042092,0.7718254,0.6379137270304621,0.8423528500965664
81,0.8003827,0.7693452,0.625552836121345,0.8171276062253922
82,0.80739796,0.7718254,0.6338684587251573,0.8330282081687261
83,0.7948554,0.7842262,0.6480489617505041,0.79456065855329
84,0.80335885,0.7748016,0.6382557117715985,0.8805687545783936
85,0.7997449,0.78174603,0.6359028765538923,0.7922155525949266
86,0.7995323,0.77728176,0.6255661480280817,0.797166894825678
87,0.798682,0.78224206,0.6229650962109469,0.8151206095067282
88,0.8069728,0.7708333,0.6144340831000789,0.7910351261260018
89,0.8122874,0.77728176,0.6236500480548054,0.7819143633047739
90,0.81037414,0.7921627,0.6167670587698618,0.7790252027057466
91,0.81930274,0.765377,0.5935571658976224,0.8191469893569038
92,0.80909866,0.76785713,0.6300612207578153,0.9090414955502465
93,0.8010204,0.7876984,0.6467636793243642,0.7732933561007181
94,0.81207484,0.7867063,0.6123131975328842,0.7526797325838179
95,0.8110119,0.78918654,0.6201788829702909,0.7451088840053195
96,0.809949,0.77728176,0.6222751531876675,0.8277535689255547
97,0.815051,0.7921627,0.6083187921112087,0.8245836009108831
98,0.80080783,0.7832341,0.6310180545258685,0.7835218589457255
99,0.803784,0.7956349,0.6334589090274305,0.7767342539533736
100,0.81845236,0.78224206,0.6038883218959886,0.7847615177669223
101,0.82036567,0.78720236,0.6009016237696823,0.7954007302011762
102,0.815051,0.78521824,0.5898675626637985,0.750354752654121
103,0.8165391,0.78720236,0.5760727409197359,0.7899881180316682
104,0.8095238,0.7862103,0.6060712502724459,0.7829020392327082
105,0.8148384,0.7921627,0.5840204519276716,0.8412169662732927
106,0.8097364,0.7832341,0.5979366368379723,0.7472391232611642
107,0.8148384,0.7951389,0.6101730168879438,0.759090867307451
108,0.8222789,0.7876984,0.5914637284213994,0.8374330611929061
109,0.82482994,0.78174603,0.582250490987382,0.8196673927799104
110,0.8190901,0.78720236,0.5860502003204255,0.7581491314229512
111,0.81292516,0.80456346,0.5914480150962362,0.7239540129426926
112,0.82653064,0.797123,0.58076303832385,0.7302996090480259
113,0.8254677,0.78720236,0.5895072380904438,0.7524872389104631
114,0.8239796,0.7956349,0.5761454021241389,0.7591168284416199
115,0.8239796,0.79414684,0.5892317287978672,0.7162962735645355
116,0.823767,0.7956349,0.5653320122130063,0.7585811733253418
117,0.8269558,0.79414684,0.5710919318961448,0.7439634170797136
118,0.82504255,0.78968257,0.5592814732571038,0.7527218527264066
119,0.82716835,0.7931548,0.5613888465121489,0.8135098725084274
120,0.82419217,0.80257934,0.5599927102931502,0.772549687869965
121,0.82312924,0.8030754,0.597330917103761,0.714728367707086
122,0.8367347,0.78968257,0.549807226171299,0.8091662086191631
123,0.83312076,0.7986111,0.5515021305708658,0.7477818405817426
124,0.8205782,0.81001985,0.5774510050711988,0.6717592529834263
125,0.8301446,0.7981151,0.5619690316874965,0.7606584145909264
126,0.8309949,0.8030754,0.5594880079128304,0.7439083423879411
127,0.82971936,0.78918654,0.5566070056488724,0.7408654136317117
128,0.83120745,0.796627,0.5609134446804215,0.7185035399974339
129,0.83290815,0.79761904,0.5584883625004567,0.7812629398845491
130,0.8239796,0.79414684,0.5689585241330725,0.7738927517618451
131,0.823767,0.797123,0.5731426647731236,0.7396396985129704
132,0.8333333,0.7951389,0.5288910606280476,0.7717130520041027
133,0.82865644,0.8105159,0.5638530988271545,0.6918624857115367
134,0.82653064,0.8105159,0.5557776472094108,0.7539656810344212
135,0.82865644,0.79761904,0.5485818381009459,0.7357763260129898
136,0.83120745,0.79613096,0.5464976900288848,0.7427379119963873
137,0.8388606,0.7842262,0.5380113308324295,0.7818197967514159
138,0.8348214,0.80505955,0.553688325139941,0.7004064718882242
139,0.8280187,0.8110119,0.5471046472690544,0.6942237175646282
140,0.8307823,0.8075397,0.5494662847648673,0.7561382887855409
141,0.83609694,0.7956349,0.528571330264312,0.7473058516070956
142,0.8341837,0.80853176,0.5527965853206155,0.7414228405271258
143,0.8354592,0.8000992,0.5283710375732306,0.7330626216199663
144,0.829932,0.80109125,0.5575451894479544,0.7183617902180505
145,0.84034866,0.81001985,0.5218643120356968,0.7099911740847996
146,0.8318452,0.8095238,0.5509210991210678,0.7114061755793435
147,0.83312076,0.8110119,0.5406681770066015,0.7125532896745772
148,0.83142006,0.80257934,0.5540896907550137,0.7207097098940894
149,0.8388606,0.7956349,0.5352612284271896,0.7809144797779265
150,0.8356718,0.8125,0.538496190086514,0.734633880002158
151,0.8388606,0.8030754,0.5438872202217173,0.7178459044486757
152,0.8422619,0.80505955,0.5176239633033065,0.7043706050940922
153,0.83439624,0.7867063,0.5385424873861325,0.8798777413746667
154,0.83864796,0.8144841,0.5311656997722833,0.7152437562980349
155,0.83375853,0.79464287,0.5415660095255391,0.749235081767279
156,0.8382228,0.79265875,0.5345717737970709,0.766313356066507
157,0.84438777,0.79910713,0.5218893397523432,0.7318367527590858
158,0.84715134,0.8030754,0.5250688318898078,0.7121475249055832
159,0.84311223,0.80109125,0.4994572808547896,0.7145437976670643
160,0.8367347,0.80456346,0.5288901579420583,0.7539663314819336
161,0.84715134,0.80654764,0.5022906754292599,0.7246582016112313
