,accuracy,val_accuracy,loss,val_loss
0,0.13669218,0.24900794,2.736904372974318,2.5532811936878024
1,0.22257653,0.31001985,2.4946994359801415,2.2896209255097406
2,0.28890306,0.35962301,2.3062520140693303,2.114704584318494
3,0.34311223,0.4360119,2.1564889229884763,1.9186496261566404
4,0.3707483,0.45833334,2.064769256682623,1.8285965257220798
5,0.4090136,0.5,1.96600810767842,1.759659485211448
6,0.4362245,0.5124008,1.8818986083374543,1.6682257008930994
7,0.45238096,0.5188492,1.8209091789868412,1.5969175970743572
8,0.4730017,0.5223214,1.768691813053728,1.5827196571562026
9,0.4772534,0.5654762,1.7173656841524605,1.4863060504671126
10,0.5008503,0.5868056,1.6673940403931806,1.4392497558442374
11,0.49829933,0.5818452,1.6327761606294282,1.4318102711722964
12,0.5191327,0.59275794,1.5813198689700796,1.3854736865512909
13,0.53316325,0.6130952,1.5358674765444127,1.333078144088624
14,0.5488946,0.61160713,1.4921639444065742,1.3329352093121363
15,0.5569728,0.6279762,1.461561295856424,1.322692962865981
16,0.5627126,0.63988096,1.4341964790610229,1.2769711377128723
17,0.57716835,0.63789684,1.4014925652620744,1.238299356566535
18,0.5926871,0.62748015,1.352991067227863,1.2799893381103638
19,0.59183675,0.65724206,1.3328358230947637,1.1743408536154127
