,accuracy,val_accuracy,loss,val_loss
0,0.124362245,0.19543651,2.7499764289985706,2.6548209114680215
1,0.22746599,0.3263889,2.51297047835629,2.3071605175260514
2,0.29209185,0.3690476,2.2975487384666393,2.1147409620739164
3,0.34162414,0.40575397,2.161591568771674,1.9824821211042858
4,0.3781888,0.43204364,2.0569244615074727,1.8940103564943587
5,0.40093538,0.47271827,1.9697923425103532,1.7791253025569613
6,0.42665815,0.49107143,1.8964174069514892,1.692177725216699
7,0.4542942,0.5064484,1.8173016853073016,1.6729488353880624
8,0.4615221,0.5257937,1.7628675699234009,1.5858119101751418
9,0.48044217,0.5416667,1.7160145466019507,1.5635336353665306
10,0.49787414,0.5639881,1.6633477932741854,1.4981841813950312
11,0.5246599,0.5674603,1.6185274107926557,1.4753318646597484
12,0.5257228,0.5749008,1.581414314354358,1.407037875955067
13,0.5401786,0.57886904,1.5304124262057195,1.3969938338748993
14,0.5622874,0.60168654,1.486625818168225,1.344187337254721
15,0.5633503,0.60664684,1.4565404037229057,1.3190667591397724
16,0.5639881,0.6026786,1.417483313959472,1.3282292769068764
17,0.5839711,0.60515875,1.399074182218435,1.3187520286393544
18,0.5890731,0.60664684,1.3493092129019653,1.3063511384858026
19,0.6003401,0.6319444,1.3287675092820408,1.2305140031708612
